order,heading,roll,pitch,ax,ay,az
981,359.75,1.1875,25.5,0.0,-0.01,-0.05
982,359.75,1.1875,25.5,0.01,-0.01,-0.01
983,359.75,1.1875,25.5,0.02,0.01,-0.05
984,359.75,1.1875,25.5,0.02,0.01,-0.05
985,359.75,1.1875,25.5,0.01,0.0,0.0
986,359.75,1.1875,25.5,0.0,-0.02,-0.05
987,359.75,1.1875,25.5,0.0,-0.02,-0.05
988,359.75,1.1875,25.5,0.0,0.0,-0.03
989,359.75,1.1875,25.5,0.01,0.0,-0.04
990,359.75,1.1875,25.5,0.0,0.0,-0.03
991,359.75,1.1875,25.5,0.0,0.0,-0.03
992,359.75,1.1875,25.5,0.01,0.0,-0.04
993,359.75,1.1875,25.5,0.01,0.0,-0.03
994,359.75,1.1875,25.5,0.01,0.0,-0.03
995,359.75,1.1875,25.5,0.01,-0.01,-0.01
996,359.75,1.1875,25.5,0.01,-0.01,-0.03
997,359.75,1.1875,25.5,0.01,0.0,-0.03
998,359.75,1.1875,25.5,0.01,0.0,-0.01
999,359.75,1.1875,25.5,0.01,0.0,-0.01
1000,359.75,1.1875,25.5,0.01,-0.01,-0.03
1001,359.75,1.1875,25.5,0.01,-0.01,-0.03
1002,359.75,1.1875,25.5,0.01,0.0,-0.03
1003,359.75,1.1875,25.5,0.01,0.0,-0.02
1004,359.75,1.1875,25.5,0.01,0.0,-0.04
1005,359.75,1.1875,25.5,0.01,0.0,-0.01
1006,359.75,1.1875,25.5,0.01,0.0,-0.01
1007,359.75,1.1875,25.5,0.02,0.0,-0.03
1008,359.75,1.1875,25.5,0.01,-0.03,-0.03
1009,359.75,1.1875,25.5,0.01,-0.03,-0.03
1010,359.75,1.1875,25.5,0.0,0.0,-0.05
1011,359.75,1.1875,25.5,0.01,0.0,-0.03
1012,359.75,1.1875,25.5,0.01,0.01,-0.02
1013,359.75,1.1875,25.5,0.01,0.0,-0.04
1014,359.75,1.1875,25.5,0.01,0.0,-0.04
1015,359.75,1.1875,25.5,0.01,0.0,-0.03
1016,359.75,1.1875,25.5,0.01,-0.02,-0.03
1017,359.75,1.1875,25.5,0.01,-0.01,-0.01
1018,359.75,1.1875,25.5,0.01,-0.01,-0.01
1019,359.75,1.1875,25.5,0.02,-0.01,-0.03
1020,359.75,1.1875,25.5,0.02,-0.01,-0.03
1021,359.75,1.1875,25.5,0.0,-0.01,-0.04
1022,359.75,1.1875,25.5,0.0,0.0,-0.05
1023,359.75,1.1875,25.5,0.0,0.0,-0.05
1024,359.75,1.1875,25.5,0.01,-0.02,-0.05
1025,359.75,1.1875,25.5,0.02,0.0,-0.01
1026,359.75,1.1875,25.5,0.01,-0.01,-0.03
1027,359.75,1.1875,25.5,0.01,-0.01,-0.03
1028,359.75,1.1875,25.5,0.01,-0.01,-0.05
1029,359.75,1.1875,25.5,0.01,0.0,-0.02
1030,359.75,1.1875,25.5,0.01,0.0,-0.02
1031,359.75,1.1875,25.5,0.01,0.0,-0.04
1032,359.75,1.1875,25.5,0.0,0.0,-0.03
1033,359.75,1.1875,25.5,0.01,-0.01,-0.04
1034,359.75,1.1875,25.5,0.01,0.0,-0.04
1035,359.75,1.1875,25.5,0.01,0.0,-0.05
1036,359.75,1.1875,25.5,0.01,0.0,-0.05
1037,359.75,1.1875,25.5,0.0,-0.01,-0.01
1038,359.75,1.1875,25.5,0.01,0.0,0.02
1039,359.75,1.1875,25.5,0.0,0.0,-0.03
1040,359.75,1.1875,25.5,0.0,0.0,-0.03
1041,359.75,1.1875,25.5,0.01,0.01,-0.03
1042,359.75,1.1875,25.5,0.01,0.01,-0.03
1043,359.75,1.1875,25.5,0.0,-0.02,-0.02
1044,359.75,1.1875,25.5,0.0,-0.02,-0.02
1045,359.75,1.1875,25.5,0.01,0.0,-0.01
1046,359.75,1.1875,25.5,0.02,-0.02,-0.03
1047,359.75,1.1875,25.5,0.02,-0.01,-0.06
1048,359.75,1.1875,25.5,0.02,-0.01,-0.06
1049,359.75,1.1875,25.5,0.0,0.0,0.0
1050,359.75,1.1875,25.5,0.0,0.0,-0.01
1051,359.75,1.1875,25.5,0.02,-0.01,-0.03
1052,359.75,1.1875,25.5,0.02,-0.01,-0.03
1053,359.75,1.1875,25.5,0.02,0.0,-0.07
1054,359.75,1.1875,25.5,0.02,0.0,-0.07
1055,359.75,1.1875,25.5,0.03,0.0,-0.01
1056,359.75,1.1875,25.5,0.01,0.0,-0.02
1057,359.75,1.1875,25.5,0.01,0.0,-0.01
1058,359.75,1.1875,25.5,0.01,0.0,-0.01
1059,359.75,1.1875,25.5,0.0,-0.01,-0.04
1060,359.75,1.1875,25.5,0.01,0.0,-0.03
1061,359.75,1.1875,25.5,0.01,0.0,-0.03
1062,359.75,1.1875,25.5,0.01,0.0,-0.02
1063,359.75,1.1875,25.5,0.01,-0.01,-0.02
1064,359.75,1.1875,25.5,0.01,-0.01,-0.02
1065,359.75,1.1875,25.5,0.01,-0.01,-0.02
1066,359.75,1.1875,25.5,0.01,-0.01,-0.03
1067,359.75,1.1875,25.5,0.02,-0.01,-0.03
1068,359.75,1.1875,25.5,0.02,-0.01,-0.03
1069,359.75,1.1875,25.5,0.0,0.0,-0.03
1070,359.75,1.1875,25.5,0.0,0.0,-0.05
1071,359.75,1.1875,25.5,0.01,-0.02,-0.02
1072,359.75,1.1875,25.5,0.01,-0.02,-0.02
1073,359.75,1.1875,25.5,0.01,-0.01,-0.03
1074,359.75,1.1875,25.5,0.0,-0.01,-0.04
1075,359.75,1.1875,25.5,0.0,-0.01,-0.04
1076,359.75,1.1875,25.5,0.01,-0.02,-0.03
1077,359.75,1.1875,25.5,0.01,0.0,-0.03
1078,359.75,1.1875,25.5,0.01,-0.01,-0.03
1079,359.75,1.1875,25.5,0.01,-0.01,-0.03
1080,359.75,1.1875,25.5,0.02,-0.01,-0.03
1081,359.75,1.1875,25.5,0.01,0.0,-0.04
1082,359.75,1.1875,25.5,0.01,0.0,-0.04
1083,359.75,1.1875,25.5,0.0,-0.01,-0.05
1084,359.75,1.1875,25.5,0.01,-0.01,-0.04
1085,359.75,1.1875,25.5,0.01,0.0,-0.03
1086,359.75,1.1875,25.5,0.01,0.0,-0.03
1087,359.75,1.1875,25.5,0.02,0.0,-0.02
1088,359.75,1.1875,25.5,0.01,-0.02,-0.02
1089,359.75,1.1875,25.5,0.01,-0.02,-0.02
1090,359.75,1.1875,25.5,0.0,0.0,-0.03
1091,359.75,1.1875,25.5,0.0,0.0,-0.03
1092,359.75,1.1875,25.5,0.0,0.0,-0.01
1093,359.75,1.1875,25.5,0.0,0.0,-0.01
1094,359.75,1.1875,25.5,0.01,-0.01,-0.03
1095,359.75,1.1875,25.5,0.01,-0.01,-0.03
1096,359.75,1.1875,25.5,0.01,-0.01,-0.05
1097,359.75,1.1875,25.5,0.0,-0.01,-0.04
1098,359.75,1.1875,25.5,0.0,-0.01,-0.04
1099,359.75,1.1875,25.5,0.02,0.0,-0.04
1100,359.75,1.1875,25.5,0.02,-0.02,-0.01
1101,359.75,1.1875,25.5,0.01,0.0,-0.02
1102,359.75,1.1875,25.5,0.01,0.0,-0.02
1103,359.75,1.1875,25.5,0.01,0.0,-0.06
